id,title,note,excerpt,url,tags,created,cover,highlights,favorite
1604128979,The Genius of Computing with Light,,Check out shortform and get a FREE trial and $50 OFF the annual plan! at https://www.shortform.com/DrBenPsiQuantum are world leaders in the race to utility-s...,https://www.youtube.com/watch?v=rbxcd9gaims,,2026-02-16T00:31:40.175Z,https://i.ytimg.com/vi/rbxcd9gaims/maxresdefault.jpg,,false
1604128626,So we’re betting on everything now?,,Go to https://www.vanta.com/goodwork to check out how Vanta's easy compliance tools can help your businessThere’s a new way to lose all your money. Predictio...,https://www.youtube.com/watch?v=mOptJl8Xkx0,,2026-02-16T00:30:15.204Z,https://i.ytimg.com/vi/mOptJl8Xkx0/maxresdefault.jpg,,false
1604127256,Oracle: How Larry Ellison Destroyed a $900B Tech Empire,,"Oracle wasn’t supposed to be the flashy AI stock.But in 2023 and 2024, it quietly became one of the biggest beneficiaries of the artificial intelligence boom...",https://www.youtube.com/watch?v=9v2eZKsEJMI,,2026-02-16T00:26:35.013Z,https://i.ytimg.com/vi/9v2eZKsEJMI/maxresdefault.jpg,,false
1600699074,Kids In The Hall - That's America,,"America: love it or leave it. Or, better yet, laugh at it from a safe distance.",https://www.youtube.com/watch?v=Izj2xo97D9k,,2026-02-13T00:14:40.161Z,https://i.ytimg.com/vi/Izj2xo97D9k/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AGuA4ACwAKKAgwIABABGHIgTShHMA8=&rs=AOn4CLCd4MLhax3bTMvakuikqg0jl-h2bg,,false
1596468187,"hello, i am a concerned scientist",,"🎉 VOTE FOR UNION OF CONCERNED SCIENTISTS 🎉 https://projectforawesome.com/videos/science-is-under-attack-what-do-we-do

Learn more about UCS: https://www.ucs.org/ 

References and works cited: https://docs.google.com/document/d/1iIgpgtpnoqvVJYBuVBWCyDW_ghRqdyRpcxOrfbsGfUM/edit?tab=t.0 



** FIND ME ELSEWHERE ON THE INTERNET ** 
bluesky :: https://bsky.app/profile/zentouro.info
instagram :: http://www.instagram.com/zentouro

** JOIN THE DISCORD ** 
https://discord.gg/jKeUhVtX9s

** SUPPORT ** 
interested in supporting zentouro? 

Patreon allows me to keep my videos ad free and independent. Even 1$ per video gets you access to all the behind the scenes content and helps immensely:  https://www.patreon.com/zentouro 

All of my videos will always have closed captioning [CC] in English, and my Patrons fund Spanish captions for every video.  These will be uploaded shortly, because we pay an actual person for the translation, not a software or AI. 

Like the music? I subscribe to soundstripe to find backing tracks for all my videos. https://soundstripe.com/start/?fpr=miriam85 (this is an affiliate link)",https://www.youtube.com/watch?v=YVvdSbLAIFE,,2026-02-11T07:37:53.895Z,https://i.ytimg.com/vi/YVvdSbLAIFE/maxresdefault.jpg,,false
1590328869,When FORD Built the PERFECT Station Wagon,,Have you ever imagined what family travel could’ve looked like if Ford completely rethought the station wagon in the early ’60s? That’s exactly what the Ford...,https://www.youtube.com/watch?v=euttRcvx2vE&list=WL,,2026-02-10T00:57:12.293Z,https://i.ytimg.com/vi/euttRcvx2vE/maxresdefault.jpg,,false
1590328150,(113) Turn a Time-of-Flight Sensor into a 3D Scanner - YouTube,,"A real-time 3D visualizer for the VL53L5CX multi-zone time-of-flight sensor, with IMU orientation tracking for basic room mapping.The VL53L5CX measures 64 di...",https://www.youtube.com/watch?v=s32OUzhjf4U,,2026-02-10T00:55:32.349Z,https://i.ytimg.com/vi/k5rmmtPYdmM/oardefault.jpg?sqp=-oaymwEoCJUDENAFSFqQAgHyq4qpAxcIARUAAIhC2AEB4gEKCBgQAhgGOAFAAQ==&rs=AOn4CLClhLehvJxMIMHGcYwQqxwBfUn8sg&usqp=CCk,,false
1587069771,The 1988 Book That Solved Magick,,"On February 15th, 1988, Stephen Mace published a book about the mechanics of sorcery. On its cover — a Feynman diagram. That same day, Richard Feynman died.T...",https://youtube.com/watch?v=ow77VGxRgOI&si=4aKUHcviUFq6DTsO,,2026-02-08T19:03:30.035Z,https://i.ytimg.com/vi/ow77VGxRgOI/maxresdefault.jpg,,false
1587054374,PC Gaming in the 1980s: A Digital Revolution with Jeff Johannigman,,"Jeff Johannigman had his first game published by Atari, before moving to Electronic Arts, co-founded the Game Developers' Conference, and worked as a program...",https://youtube.com/watch?v=OCLqjr507k8&si=yWREguKfkNb1N_Fu,,2026-02-08T19:02:12.433Z,https://i.ytimg.com/vi/OCLqjr507k8/maxresdefault.jpg,,false
1586986663,A Field Guide to the Laws That Quietly Run Everything,,The World is Not Linear: Mastering the Hidden Laws of Systems ThinkingExplore how understanding the hidden laws of systems can dramatically change your appro...,https://youtube.com/watch?v=pNeCLVWmu84&si=HAJ9sOZIm9lnG27b,,2026-02-08T18:56:21.386Z,https://i.ytimg.com/vi/pNeCLVWmu84/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGQgZChkMA8=&rs=AOn4CLAruQehUbwZd_Caco7C2KhMXjSHfg,,false
